"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Arl5c.3",1.03793422341956e-30,0.45982176617426,0.233,0.037,2.11956547764508e-26,"T_2","Arl5c"
"Retreg1.2",1.24584497858664e-30,0.733426931175263,0.408,0.106,2.54414003077178e-26,"T_2","Retreg1"
"Slc43a3.12",1.26628128722915e-30,-1.63255872520303,0.017,0.6,2.58587301665064e-26,"T_2","Slc43a3"
"Sh3bgrl.13",1.41431047607118e-30,-1.26742765390432,0.325,0.851,2.88816342318495e-26,"T_2","Sh3bgrl"
"Ltbp1.13",1.62263450128509e-30,-1.47922201807643,0.092,0.688,3.31358191507428e-26,"T_2","Ltbp1"
"Cklf.2",1.78143989055663e-30,0.75108562510174,0.383,0.096,3.63787840050569e-26,"T_2","Cklf"
"Vim.13",1.82931734427897e-30,-1.22944728292853,0.967,0.986,3.73564894875209e-26,"T_2","Vim"
"Wfdc1.14",2.05723976928651e-30,-1.21651664239631,0.017,0.604,4.20108933285999e-26,"T_2","Wfdc1"
"Hexb.8",2.27577029533628e-30,-1.05753595958147,0.083,0.677,4.64735052010622e-26,"T_2","Hexb"
"Golim4.6",2.36441513991734e-30,-1.09940592626272,0.183,0.743,4.82837215722521e-26,"T_2","Golim4"
"Maged1.6",2.44990833510643e-30,-0.970144572589567,0.05,0.661,5.00295781112083e-26,"T_2","Maged1"
"Rora.8",2.74461595379923e-30,1.77407000390521,0.85,0.664,5.60478023925341e-26,"T_2","Rora"
"Tuba1b.4",3.74960676209618e-30,-1.12212522056195,0.467,0.882,7.65707196887661e-26,"T_2","Tuba1b"
"Tgfbr3.11",3.8338216653662e-30,-1.15305007184499,0.025,0.604,7.82904722284431e-26,"T_2","Tgfbr3"
"Tdrkh",4.07643156247536e-30,0.283025385771371,0.133,0.013,8.32448089373094e-26,"T_2","Tdrkh"
"Capg.7",4.67120763215736e-30,1.76772261118429,0.733,0.467,9.53907310562855e-26,"T_2","Capg"
"Cfl1.9",5.59854475812351e-30,1.00578633610133,0.925,0.921,1.1432788250564e-25,"T_2","Cfl1"
"Ncor1.5",6.02534439721262e-30,1.14101198663304,0.908,0.802,1.23043557935479e-25,"T_2","Ncor1"
"D16Ertd472e.1",7.04517232619579e-30,1.08165188433619,0.567,0.22,1.43869464073244e-25,"T_2","D16Ertd472e"
"Cd34.12",7.66174506949798e-30,-2.04886926204246,0.058,0.629,1.56460496064218e-25,"T_2","Cd34"
"Sulf1.11",1.00044867236839e-29,-1.17667154183061,0,0.574,2.04301623384349e-25,"T_2","Sulf1"
"Prrx1.10",1.14946358454466e-29,-1.15218435201218,0.042,0.639,2.34731958599865e-25,"T_2","Prrx1"
"Sec11c.5",1.17000755426254e-29,1.20829199889467,0.8,0.572,2.38927242655954e-25,"T_2","Sec11c"
"Ifi27.5",1.90744089181622e-29,-1.08766462770116,0.367,0.851,3.89518504517791e-25,"T_2","Ifi27"
"Grn.8",1.92670127708778e-29,-1.13372475530004,0.183,0.75,3.93451667794097e-25,"T_2","Grn"
"Bsg.7",2.13801870307589e-29,-1.04030504262687,0.575,0.92,4.36604799355127e-25,"T_2","Bsg"
"Wwtr1.8",2.57924352987133e-29,-1.08229400277777,0.042,0.619,5.26707321235025e-25,"T_2","Wwtr1"
"Ier3.10",2.80076742542011e-29,-2.01405611785,0.05,0.611,5.7194471594504e-25,"T_2","Ier3"
"Diaph1.7",2.95352121156293e-29,1.36104000292211,0.725,0.427,6.03138566613267e-25,"T_2","Diaph1"
"mt-Co1.11",3.13500986223578e-29,0.632350300469838,1,0.997,6.40200363967169e-25,"T_2","mt-Co1"
"Ptpre.5",3.40128075463902e-29,0.309047942360008,0.242,0.039,6.94575542904833e-25,"T_2","Ptpre"
"Trpv2.3",3.47980767660508e-29,0.708042640609931,0.35,0.083,7.10611525639524e-25,"T_2","Trpv2"
"Arhgap26.1.1",3.87630814549388e-29,0.310357221178579,0.183,0.024,7.91580886391306e-25,"T_2","Arhgap26.1"
"Cyth3.5",4.10193403406627e-29,-1.13020793335403,0.092,0.667,8.37655949096673e-25,"T_2","Cyth3"
"Nucb2.10",4.27369059140533e-29,-1.19414043600129,0.05,0.626,8.72730355670883e-25,"T_2","Nucb2"
"Rock2.12",4.85850494975656e-29,-1.12990861891668,0.333,0.837,9.92155295789787e-25,"T_2","Rock2"
"Bcl2a1a.2",4.95862252542141e-29,0.286515559020569,0.158,0.018,1.01260030591631e-24,"T_2","Bcl2a1a"
"Furin.3",5.03473135600037e-29,1.40001212053136,0.625,0.289,1.02814249020884e-24,"T_2","Furin"
"Plxdc2.10",5.1450802436486e-29,-1.2233061074381,0.175,0.732,1.05067683655548e-24,"T_2","Plxdc2"
"Sema4b",8.90085122795337e-29,0.53732232716777,0.192,0.027,1.81764282926036e-24,"T_2","Sema4b"
"Kcnk5",9.12137601130896e-29,0.260001210593912,0.108,0.009,1.8626761952694e-24,"T_2","Kcnk5"
"Ppic.7",1.0678086786796e-28,-1.0205170945631,0.017,0.586,2.18057210273161e-24,"T_2","Ppic"
"Mmp2.14",1.12750327870793e-28,-1.92665368186531,0.075,0.618,2.30247444544946e-24,"T_2","Mmp2"
"Ace.13",1.13265379933343e-28,-1.31384559692018,0.05,0.612,2.31299232361879e-24,"T_2","Ace"
"Adamts1.6",1.16360966574942e-28,-1.58896856424345,0.058,0.633,2.37620729842688e-24,"T_2","Adamts1"
"Sgce.9",1.17839770872391e-28,-0.940234887700091,0.017,0.582,2.40640596098509e-24,"T_2","Sgce"
"Gask1b.10",1.38650119425698e-28,-1.17559533308284,0.033,0.596,2.83137408879217e-24,"T_2","Gask1b"
"AU020206.3",1.77173649356155e-28,0.708726458321961,0.325,0.073,3.61806309350205e-24,"T_2","AU020206"
"Meg3.12",1.87287391259224e-28,-1.62276555442758,0.1,0.686,3.82459581690462e-24,"T_2","Meg3"
"Cd200.12",3.1569554651e-28,-1.29210075495166,0.092,0.669,6.44681875528071e-24,"T_2","Cd200"
"Rbp4.14",3.58125433334148e-28,-2.35502955352305,0.025,0.579,7.31327947411663e-24,"T_2","Rbp4"
"Ramp2.12",4.94184307044737e-28,-1.74466883294682,0.017,0.567,1.00917377341606e-23,"T_2","Ramp2"
"Pdgfra.15",5.03783436786477e-28,-1.66894013489384,0.008,0.563,1.02877615626166e-23,"T_2","Pdgfra"
"Sspn.5",5.531134354915e-28,-0.914090122841593,0.017,0.58,1.12951294661719e-23,"T_2","Sspn"
"Slc9a3r1.4",5.79506173804552e-28,0.62648459659484,0.342,0.081,1.18340955752628e-23,"T_2","Slc9a3r1"
"Jun.12",5.83538771086364e-28,-1.54263067700451,0.825,0.958,1.19164452443546e-23,"T_2","Jun"
"Ero1a",5.93559365152476e-28,1.09252874619801,0.575,0.252,1.21210757957787e-23,"T_2","Ero1a"
"Nav1.12",7.79480302482055e-28,-1.26280535026408,0.017,0.566,1.59177672569861e-23,"T_2","Nav1"
"Tmed3.11",8.54292122787582e-28,-1.20171233751306,0.333,0.807,1.74454994394452e-23,"T_2","Tmed3"
"Slc3a2.7",1.36842612606696e-27,1.19341265721267,0.808,0.587,2.79446299204134e-23,"T_2","Slc3a2"
"Gxylt2.14",2.02097661488952e-27,-1.58235980907913,0.033,0.58,4.12703634526588e-23,"T_2","Gxylt2"
"Ccn2.14",2.04649151879563e-27,-2.3373639380422,0.192,0.721,4.17914033053255e-23,"T_2","Ccn2"
"Slc29a1.6",2.36730507543187e-27,-1.03068056862898,0.092,0.646,4.83427369453942e-23,"T_2","Slc29a1"
"Txndc5.9",2.47136120249441e-27,-0.996039882681249,0.125,0.673,5.04676671161384e-23,"T_2","Txndc5"
"Eln.13",2.55320949946469e-27,-2.24171150782736,0.192,0.726,5.21390911885685e-23,"T_2","Eln"
"Crlf3.4",2.73094713002907e-27,0.924363588122674,0.508,0.185,5.57686713423237e-23,"T_2","Crlf3"
"Prex1.3",3.16141300678674e-27,0.633088201288939,0.35,0.087,6.4559215011592e-23,"T_2","Prex1"
"Ddx5.5",3.1922084377757e-27,0.782538996912202,0.967,0.975,6.51880885078177e-23,"T_2","Ddx5"
"Bicc1.15",3.31860590716828e-27,-1.80197457900904,0.025,0.56,6.77692512302834e-23,"T_2","Bicc1"
"Rpl23a.11",3.54321522233781e-27,0.818538386627263,0.95,0.959,7.23559980553603e-23,"T_2","Rpl23a"
"Septin6.7",3.90791182690097e-27,0.870075016301244,0.558,0.226,7.98034674171447e-23,"T_2","Septin6"
"Aebp2.1",3.90825139763516e-27,1.10097204142971,0.633,0.308,7.98104017911076e-23,"T_2","Aebp2"
"Mgat5",3.97515048316685e-27,0.967541740839971,0.525,0.207,8.11765480167502e-23,"T_2","Mgat5"
"Col4a5.14",4.08309938656618e-27,-1.08031585138336,0.058,0.616,8.33809725730679e-23,"T_2","Col4a5"
"Clint1.3",4.43084500752282e-27,1.23901012816356,0.767,0.533,9.04822858986235e-23,"T_2","Clint1"
"Rpl26.7",4.53143861654188e-27,0.563298729756408,0.983,0.99,9.25365079884018e-23,"T_2","Rpl26"
"Cygb.12",5.02805118927811e-27,-2.36997267097261,0.025,0.566,1.02677833336248e-22,"T_2","Cygb"
"Gem.11",6.05246567905467e-27,-1.39682991606082,0.042,0.591,1.23597401631975e-22,"T_2","Gem"
"Camk1.4",6.54288375506661e-27,-0.871849976557376,0.05,0.605,1.33612229162215e-22,"T_2","Camk1"
"Arpc3.5",6.71234401642749e-27,0.917203951814091,0.917,0.866,1.37072777159466e-22,"T_2","Arpc3"
"Atp1a2.10",7.58525803277999e-27,-0.852918969938233,0.083,0.655,1.548985542874e-22,"T_2","Atp1a2"
"Pkd1.8",8.89536492087856e-27,-0.96653488957709,0.117,0.675,1.81652247049261e-22,"T_2","Pkd1"
"Ifi203.13",1.08643188436821e-26,0.853708611093459,0.583,0.207,2.21860255106833e-22,"T_2","Ifi203"
"Ccdc88a.4",1.08992888467784e-26,-1.00058232704532,0.042,0.59,2.22574377540062e-22,"T_2","Ccdc88a"
"Itgbl1.14",1.11080299318693e-26,-1.3714243874705,0.017,0.559,2.26837079238703e-22,"T_2","Itgbl1"
"Nid1.13",1.19069773802831e-26,-1.64919674919463,0.017,0.558,2.43152385082762e-22,"T_2","Nid1"
"Clic1.8",1.29176044512174e-26,0.893481611847006,0.917,0.855,2.6379040049831e-22,"T_2","Clic1"
"Efemp2.7",1.30246803220318e-26,-0.835286537796794,0.017,0.565,2.65976996856211e-22,"T_2","Efemp2"
"Epsti1.3",1.78857881613014e-26,0.281690673473283,0.175,0.024,3.65245680041936e-22,"T_2","Epsti1"
"Antxr1.11",1.90412227189469e-26,-0.932156327836896,0.008,0.548,3.88840809143615e-22,"T_2","Antxr1"
"Prr13.8",1.9233064750991e-26,1.42844452739531,0.708,0.443,3.92758415279987e-22,"T_2","Prr13"
"Ttc28.11",2.00017216616834e-26,-1.14112999332655,0.125,0.671,4.08455158053237e-22,"T_2","Ttc28"
"Fam114a1.7",2.31674147648546e-26,-0.784807423750407,0.017,0.559,4.73101776913096e-22,"T_2","Fam114a1"
"Rpl35a.5",2.81561886250544e-26,0.566282762787977,0.983,0.993,5.74977527912236e-22,"T_2","Rpl35a"
"Tsc22d1.13",2.89677031093701e-26,-1.48457633282179,0.083,0.611,5.91549465196447e-22,"T_2","Tsc22d1"
"Lama2.14",3.15144862245176e-26,-1.30984302797492,0.058,0.595,6.43557323190874e-22,"T_2","Lama2"
"Prdx1.4",3.34832050351113e-26,-0.944607888494394,0.667,0.93,6.83760530022008e-22,"T_2","Prdx1"
"Rpl9.2",3.47489484092948e-26,0.621262558947976,0.992,0.992,7.09608275466209e-22,"T_2","Rpl9"
"Thra.8",3.57681339567772e-26,-0.847236982722309,0.225,0.765,7.30421063531346e-22,"T_2","Thra"
"Rbpms.13",4.09809591000639e-26,-1.32523612639497,0.175,0.731,8.36872165782404e-22,"T_2","Rbpms"
"Tnxb.13",4.40037437076547e-26,-1.3851215610816,0.05,0.587,8.98600450254017e-22,"T_2","Tnxb"
"Osr1.12",4.58837574084814e-26,-1.31254879139397,0.008,0.542,9.36992210038599e-22,"T_2","Osr1"
"Gadd45g.10",5.26260842082831e-26,-1.83501948657938,0.108,0.636,1.07467726561735e-21,"T_2","Gadd45g"
"Fibin.10",5.60619732502011e-26,-1.49430762731397,0.025,0.559,1.14484155574236e-21,"T_2","Fibin"
"Sulf2.13",5.76180039980451e-26,-1.07912860470939,0.017,0.551,1.17661725964408e-21,"T_2","Sulf2"
"Ntn1.13",6.11972555401432e-26,-1.03847083046422,0.008,0.54,1.24970915538526e-21,"T_2","Ntn1"
"Cbx5.6",6.38836653763491e-26,-0.990998644217888,0.15,0.682,1.30456833065043e-21,"T_2","Cbx5"
"Vkorc1.11",6.97515539432235e-26,-1.09570431630805,0.283,0.77,1.42439648307457e-21,"T_2","Vkorc1"
"Cyba.8",7.17076936965006e-26,0.853235268838977,0.917,0.853,1.46434281297624e-21,"T_2","Cyba"
"Svil.11",7.3708765642334e-26,-1.0766065415617,0.258,0.75,1.5052067031821e-21,"T_2","Svil"
"Rpl7.5",7.42079098087268e-26,0.606526438020236,0.992,0.982,1.51539972620401e-21,"T_2","Rpl7"
"Dgat1",7.69969881802416e-26,0.882181464953781,0.417,0.131,1.57235549562871e-21,"T_2","Dgat1"
"Asph.6",7.82021050248355e-26,-0.907300862953278,0.042,0.586,1.59696518671217e-21,"T_2","Asph"
"Def6.2",8.71125271048756e-26,0.424318246367964,0.267,0.055,1.77892491600866e-21,"T_2","Def6"
"Cd151.9",8.778554082164e-26,-0.929058847155692,0.108,0.654,1.79266852911871e-21,"T_2","Cd151"
"Tsen34.3",8.95508960179977e-26,-0.816006294927694,0.058,0.603,1.82871884758353e-21,"T_2","Tsen34"
"Cdc42se2.5",1.02598788866745e-25,0.857325896410893,0.525,0.209,2.09516986744779e-21,"T_2","Cdc42se2"
"Rps8.6",1.19745382487897e-25,0.589456431226799,0.983,0.994,2.44532045578535e-21,"T_2","Rps8"
"Pi15.10",1.2079911701732e-25,-1.18435144787067,0.017,0.547,2.46683876861069e-21,"T_2","Pi15"
"Abca8a.15",1.24312387196391e-25,-2.11995410698479,0.017,0.533,2.5385832589375e-21,"T_2","Abca8a"
"S100a10.11",1.43153399993022e-25,1.21036658993257,0.933,0.905,2.9233355812575e-21,"T_2","S100a10"
"Gstt1.10",1.59271373277387e-25,-0.844634310930677,0.05,0.6,3.25248071369752e-21,"T_2","Gstt1"
"Tgfb1i1.13",1.65086838164621e-25,-0.935085949435153,0.067,0.617,3.37123832215973e-21,"T_2","Tgfb1i1"
"Mbnl2.7",1.74988035556895e-25,-0.959318669533922,0.367,0.825,3.57343067410735e-21,"T_2","Mbnl2"
"Col4a2.12",1.85641461058924e-25,-0.940585025980191,0.075,0.634,3.79098427628429e-21,"T_2","Col4a2"
"Rps2.7",1.9669700407133e-25,0.580253111508938,0.983,0.988,4.01674952014063e-21,"T_2","Rps2"
"Nbl1.15",2.04671808551307e-25,-1.31997912444584,0.05,0.578,4.17960300242623e-21,"T_2","Nbl1"
"Fbln2.13",2.30973896540712e-25,-2.06680252707093,0.025,0.537,4.71671794125788e-21,"T_2","Fbln2"
"Cpe.14",2.59547650670714e-25,-1.81412850961448,0.317,0.757,5.30022257434666e-21,"T_2","Cpe"
"Creb5.8",2.66690069509837e-25,-1.08211671920969,0.017,0.545,5.44607790946038e-21,"T_2","Creb5"
"Pid1.12",2.83373292293359e-25,-1.03180391186743,0.017,0.544,5.78676600192268e-21,"T_2","Pid1"
"Lpp.14",3.31871848176232e-25,-1.62503202388214,0.3,0.773,6.77715501160683e-21,"T_2","Lpp"
"Marcks.9",3.37873454390073e-25,-1.44330629024532,0.033,0.553,6.89971381209968e-21,"T_2","Marcks"
"Ezr.5",3.67765652591652e-25,0.86996902348847,0.533,0.202,7.51014239157413e-21,"T_2","Ezr"
"Zeb2.11",4.83630262567846e-25,-1.05861531671758,0.117,0.677,9.87621359189799e-21,"T_2","Zeb2"
"Mfge8.12",5.23013231804114e-25,-1.03229891031876,0.267,0.775,1.06804532066718e-20,"T_2","Mfge8"
"Abcc9.13",5.32650372257077e-25,-1.42157405946257,0.033,0.565,1.08772532518618e-20,"T_2","Abcc9"
"Mppe1",5.32650669069378e-25,0.754529574839187,0.392,0.119,1.08772593130658e-20,"T_2","Mppe1"
"Rab34.10",5.4883670414409e-25,-0.777528258389761,0.025,0.557,1.12077943353265e-20,"T_2","Rab34"
"Blvrb.9",6.65900063620369e-25,-0.854265764455015,0.058,0.592,1.35983451991916e-20,"T_2","Blvrb"
"Tuba4a",8.48529656116645e-25,0.64492168926779,0.35,0.095,1.7327824107558e-20,"T_2","Tuba4a"
"Emilin1.8",8.5369740190212e-25,-0.887620234308909,0.042,0.573,1.74333546442432e-20,"T_2","Emilin1"
"Hnrnpf.4",8.69569865434448e-25,0.882847397566098,0.875,0.799,1.77574862220369e-20,"T_2","Hnrnpf"
"Luzp1.8",1.00248050549275e-24,-0.820783641282082,0.05,0.584,2.04716544026675e-20,"T_2","Luzp1"
"Ybx3.9",1.05731793753207e-24,-0.945591864334487,0.367,0.819,2.15914896023423e-20,"T_2","Ybx3"
"Baz1a.4",1.15958871065619e-24,0.732405852554981,0.375,0.107,2.36799610603101e-20,"T_2","Baz1a"
"Cdc42bpa.6",1.18126785157668e-24,-0.831807568249506,0.067,0.606,2.41226707970474e-20,"T_2","Cdc42bpa"
"Anxa2.12",1.21181644074874e-24,-1.09808553304555,0.517,0.901,2.474650353653e-20,"T_2","Anxa2"
"Bag3.6",1.47341834516484e-24,-0.852279008136853,0.017,0.533,3.00886760266113e-20,"T_2","Bag3"
"Znrf1.2",1.54852308043002e-24,0.914206387002778,0.567,0.253,3.16223898254615e-20,"T_2","Znrf1"
"Ppp1cc.2",1.61532787020422e-24,1.16503120311509,0.767,0.537,3.29866104374404e-20,"T_2","Ppp1cc"
"Lima1.12",1.86644163585021e-24,-1.0942274676571,0.025,0.538,3.81146046456972e-20,"T_2","Lima1"
"Meis2.9",2.02479327305752e-24,-0.939713623917997,0.008,0.52,4.13483034291076e-20,"T_2","Meis2"
"Parva.4",2.30051264422225e-24,-0.720866995519132,0.033,0.563,4.69787687076626e-20,"T_2","Parva"
"Glg1.5",2.40511897145758e-24,-0.941173007958497,0.308,0.775,4.91149345161352e-20,"T_2","Glg1"
"Nbeal2",3.01934159188855e-24,0.350355028342893,0.15,0.02,6.16579746479561e-20,"T_2","Nbeal2"
"Entpd2.14",3.12182915432283e-24,-1.51117109713277,0.008,0.509,6.37508731604266e-20,"T_2","Entpd2"
"Swi5.5",3.37807591275284e-24,-0.894178151393727,0.508,0.869,6.89836882143257e-20,"T_2","Swi5"
"Maged2.12",3.41598394355195e-24,-1.00856262716059,0.033,0.55,6.97578081112744e-20,"T_2","Maged2"
"Tagln2.9",3.72568834337753e-24,1.04129048087112,0.958,0.892,7.60822816601125e-20,"T_2","Tagln2"
"Cxcl12.13",3.75327495379545e-24,-2.03505459209958,0.025,0.528,7.66456278314569e-20,"T_2","Cxcl12"
"Asah1.4",3.89772576425377e-24,-0.793624148634857,0.1,0.628,7.95954578318262e-20,"T_2","Asah1"
"Igf1.11",4.04894110727958e-24,-2.2018142201193,0.033,0.529,8.26834263517564e-20,"T_2","Igf1"
"Orai2",4.33586355845715e-24,0.380537673064245,0.208,0.037,8.85426697272534e-20,"T_2","Orai2"
"Actr3.9",4.49859469393828e-24,1.02808934439844,0.808,0.686,9.18658022449135e-20,"T_2","Actr3"
"Glul.13",4.55930737259671e-24,-1.37524109190669,0.233,0.708,9.31056158557975e-20,"T_2","Glul"
"Clstn1.4",4.8020894729568e-24,-0.737984755960091,0.075,0.607,9.80634691272508e-20,"T_2","Clstn1"
"Ccn1.10",4.80487625322781e-24,-2.0449045135099,0.075,0.577,9.81203779671651e-20,"T_2","Ccn1"
"Gmip.2",5.09739434344582e-24,0.549311495419793,0.275,0.062,1.04093889887507e-19,"T_2","Gmip"
"Pkn1.3",5.13977507435703e-24,0.810653122576958,0.583,0.269,1.04959346793445e-19,"T_2","Pkn1"
"Sntb2.10",5.27658830756379e-24,-0.974821800228895,0.117,0.629,1.0775320982876e-19,"T_2","Sntb2"
"Lpl.11",5.35516596387442e-24,-1.89048801103251,0.008,0.507,1.09357844148279e-19,"T_2","Lpl"
"Dkk3.11",5.59692586628582e-24,-1.55037002933675,0.175,0.657,1.14294823115423e-19,"T_2","Dkk3"
"Cd200r1.1",5.59842970168558e-24,0.31153159806245,0.125,0.014,1.14325532938121e-19,"T_2","Cd200r1"
"Sox13.2",5.74337019570679e-24,0.52844861538218,0.292,0.069,1.17285362766528e-19,"T_2","Sox13"
"Myh9.11",6.04931415382586e-24,1.41403572441224,0.792,0.617,1.23533044335278e-19,"T_2","Myh9"
"Kcnmb4.1",6.2488851768949e-24,0.256549751014879,0.15,0.02,1.27608484197371e-19,"T_2","Kcnmb4"
"Hdlbp.7",6.25571789687312e-24,-0.985675796756895,0.4,0.824,1.27748015172046e-19,"T_2","Hdlbp"
"Wwc2.7",6.71722184476541e-24,-0.800773548134405,0.033,0.552,1.37172387291954e-19,"T_2","Wwc2"
"Gna11.4",6.83555730728521e-24,-0.798014472387246,0.117,0.655,1.39588915772071e-19,"T_2","Gna11"
"Nrip1.13",7.87848940360711e-24,1.45131309973533,0.867,0.727,1.60886632111061e-19,"T_2","Nrip1"
"Reep3.7",9.218683146262e-24,-0.918194290305826,0.292,0.77,1.88254728529816e-19,"T_2","Reep3"
"Rnasel.2",9.24611228340583e-24,0.373481620586655,0.217,0.04,1.88814858939431e-19,"T_2","Rnasel"
"Adgre5.8",1.00252371544285e-23,1.14944136272174,0.592,0.276,2.04725367930584e-19,"T_2","Adgre5"
"Nebl",1.01677495993451e-23,0.36585325833019,0.208,0.037,2.07635614568226e-19,"T_2","Nebl"
"Ppp1ca.2",1.11358960659301e-23,1.11365234986868,0.842,0.751,2.27406133562358e-19,"T_2","Ppp1ca"
"Pdlim7.13",1.21419205871578e-23,-0.986309082492921,0.083,0.589,2.47950160310349e-19,"T_2","Pdlim7"
"Ryk.5",1.33336898988607e-23,-0.817392565904667,0.117,0.647,2.72287281424634e-19,"T_2","Ryk"
"Tceal8.5",1.45329661639859e-23,-0.770732033839322,0.017,0.518,2.96777702034756e-19,"T_2","Tceal8"
"Rexo5",1.47994925700224e-23,0.332626305665526,0.125,0.015,3.02220437772427e-19,"T_2","Rexo5"
"Gabarap.7",1.53809810140308e-23,-0.776231733157502,0.825,0.948,3.14095013287522e-19,"T_2","Gabarap"
"Prxl2a.2",1.71045323950608e-23,0.7863620213745,0.417,0.137,3.49291656039536e-19,"T_2","Prxl2a"
"Elf1.1",1.98266680531725e-23,1.0368304470753,0.733,0.467,4.04880388313836e-19,"T_2","Elf1"
"Rpl36a.4",2.23359252493716e-23,0.636918577282493,0.983,0.966,4.56121929517418e-19,"T_2","Rpl36a"
"Foxc1.9",2.53486862310816e-23,-0.835566317728913,0.008,0.505,5.17645521524917e-19,"T_2","Foxc1"
"Lrrc58.6",2.56270026659079e-23,-0.926774895537996,0.275,0.764,5.23329021440505e-19,"T_2","Lrrc58"
"Fyb.3",2.60318399015438e-23,0.809489524700119,0.25,0.051,5.31596202629427e-19,"T_2","Fyb"
"C1ra.15",2.63290641882555e-23,-1.31796213748539,0.025,0.522,5.37665819788366e-19,"T_2","C1ra"
"Sh3d19.10",3.16144057468628e-23,-0.841810498097521,0.008,0.497,6.45597779756685e-19,"T_2","Sh3d19"
"Gm11808.3",3.23786312761974e-23,1.04485914825482,0.833,0.687,6.61204029291228e-19,"T_2","Gm11808"
"Tmcc3.7",3.34321816986912e-23,-0.90537352308907,0.008,0.497,6.82718582468973e-19,"T_2","Tmcc3"
"Hs3st3b1",3.42292206884151e-23,0.29129542093295,0.108,0.011,6.98994915678124e-19,"T_2","Hs3st3b1"
"Nbeal1.7",4.01926936788045e-23,-0.901342127698763,0.2,0.706,8.20774997614867e-19,"T_2","Nbeal1"
"Tns2.5",4.81797485305738e-23,-0.738915279862057,0.025,0.527,9.83878644742848e-19,"T_2","Tns2"
"Samhd1.8",5.62339499322219e-23,1.11355151638013,0.625,0.329,1.1483534915659e-18,"T_2","Samhd1"
"Ppp1r18.2",5.67824197416697e-23,0.875318672574439,0.633,0.337,1.15955379354464e-18,"T_2","Ppp1r18"
"Snx9.2",6.02468036477328e-23,-0.756544762101474,0.008,0.494,1.23029997729035e-18,"T_2","Snx9"
"Cenpa.2",6.3400243667178e-23,0.540354409425571,0.217,0.041,1.29469637592744e-18,"T_2","Cenpa"
"Lama4.10",6.74007072975973e-23,-1.0127887471668,0,0.483,1.37638984372423e-18,"T_2","Lama4"
"H2bc4.9",7.1772351783629e-23,-0.965383163911577,0.108,0.625,1.46566319577349e-18,"T_2","H2bc4"
"Nckap1.4",7.37964639489642e-23,-0.736105097673542,0.083,0.59,1.5069975903018e-18,"T_2","Nckap1"
"Vsir.5",7.41519394597137e-23,0.850542190169707,0.425,0.143,1.51425675570681e-18,"T_2","Vsir"
"Smox.2",7.76531814161308e-23,0.622577781955017,0.383,0.119,1.58575561769881e-18,"T_2","Smox"
"Csk.3",8.02452453897308e-23,0.873471862549422,0.558,0.256,1.63868815610369e-18,"T_2","Csk"
"Nfatc2.2",9.08550052513959e-23,0.411687908284547,0.292,0.069,1.85535006223876e-18,"T_2","Nfatc2"
"Gng11.14",9.77021084955851e-23,-1.36745827227263,0.033,0.523,1.99517475758834e-18,"T_2","Gng11"
"Ugp2.11",1.12836344766014e-22,-0.975600146166568,0.15,0.647,2.30423099646678e-18,"T_2","Ugp2"
"Cnp.2",1.17700775346126e-22,0.620325240954094,0.408,0.137,2.40356753334325e-18,"T_2","Cnp"
"Ptpn13.2",1.34823558784113e-22,1.04201315453511,0.308,0.082,2.75323189393038e-18,"T_2","Ptpn13"
"Gng12.7",1.440989788194e-22,-0.784135958794416,0.142,0.646,2.94264524647097e-18,"T_2","Gng12"
"Cnot6l.1",1.44969819766637e-22,1.0844881954527,0.658,0.387,2.96042868945449e-18,"T_2","Cnot6l"
"Zc3hav1.3",1.47726478618611e-22,1.22541530059362,0.592,0.303,3.01672241987065e-18,"T_2","Zc3hav1"
"Mprip.6",1.53673954504543e-22,-0.811888119999301,0.2,0.7,3.13817582493726e-18,"T_2","Mprip"
"Crtap.6",1.62143664543155e-22,-0.764143784759649,0.075,0.581,3.31113577363576e-18,"T_2","Crtap"
"Sypl.9",1.77088765880692e-22,-0.820370472612478,0.075,0.576,3.61632968804961e-18,"T_2","Sypl"
"Vasn.9",2.12154459014377e-22,-0.846949001749959,0.017,0.504,4.33240620753258e-18,"T_2","Vasn"
"Pi16.13",2.21443493581577e-22,-2.84843910942025,0.058,0.525,4.52209758242938e-18,"T_2","Pi16"
"Mrfap1.4",2.23283356323538e-22,-0.748209459202733,0.567,0.883,4.55966941948297e-18,"T_2","Mrfap1"
"Smap2.3",2.27352383736029e-22,1.0774104144963,0.517,0.231,4.64276302827345e-18,"T_2","Smap2"
"Tcf7l2.5",2.72789102941046e-22,-0.729568675178218,0.008,0.49,5.57062627115909e-18,"T_2","Tcf7l2"
"Cyb5r3.11",2.74256200818513e-22,-1.04172505351529,0.225,0.696,5.60058587691485e-18,"T_2","Cyb5r3"
"Mef2c.12",2.9152864013442e-22,-0.897119773353776,0.067,0.583,5.95330636018498e-18,"T_2","Mef2c"
"Rab12.3",2.91959735283811e-22,-0.674903290893087,0.108,0.622,5.9621097542307e-18,"T_2","Rab12"
"Tgfbi.11",4.0447049199978e-22,-1.76759149173412,0,0.471,8.2596919171275e-18,"T_2","Tgfbi"
"Lpar1.13",4.3607804003792e-22,-1.14682918152274,0,0.471,8.90514965561437e-18,"T_2","Lpar1"
